Cluster_sseqid,ICTV_Realm,ICTV_Kingdom,ICTV_Phylum,ICTV_Subphylum,ICTV_Class,ICTV_Order,ICTV_Suborder,ICTV_Family,ICTV_Subfamily,ICTV_Genus,ICTV_Species,RdRP_id,Taxonid,NR_id,identity,NR_kindom,NR_phylum,NR_class,NR_order,NR_family,NR_genus,NR_species
WHSFII16052_Hubei_picorna-like_virus_72,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WHSFII16052_Hubei_picorna-like_virus_72,1923156,YP_009337757.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei picorna-like virus 72
WHSWHC143244_Wuhan_spirurian_nematodes_virus_1,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WHSWHC143244_Wuhan_spirurian_nematodes_virus_1,1923759,YP_009345053.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wuhan spirurian nematodes virus 1
WHWG56209_Hubei_picorna-like_virus_68,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WHWG56209_Hubei_picorna-like_virus_68,1923151,YP_009337788.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei picorna-like virus 68
WHYY18014_Wuhan_house_centipede_virus_3,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WHYY18014_Wuhan_house_centipede_virus_3,1923707,YP_009342325.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wuhan house centipede virus 3
WHYY21982_Hubei_picorna-like_virus_47,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WHYY21982_Hubei_picorna-like_virus_47,1923128,YP_009336534.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei picorna-like virus 47
WHYY32989_Wuhan_house_centipede_virus_2,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WHYY32989_Wuhan_house_centipede_virus_2,1923706,YP_009342326.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wuhan house centipede virus 2
WHZHC35617_Hubei_picorna-like_virus_12,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WHZHC35617_Hubei_picorna-like_virus_12,1923091,YP_009336568.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei picorna-like virus 12
WHZHC53090_Hubei_picorna-like_virus_11,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WHZHC53090_Hubei_picorna-like_virus_11,1923090,YP_009336580.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei picorna-like virus 11
WHZM10126_Wuhan_insect_virus_12,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WHZM10126_Wuhan_insect_virus_12,1923716,YP_009345893.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wuhan insect virus 12
WLJQ101491_Wenling_crustacean_virus_6,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WLJQ101491_Wenling_crustacean_virus_6,1923489,YP_009336650.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenling crustacean virus 6
WLJQ101512_Wenling_picorna-like_virus_6,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WLJQ101512_Wenling_picorna-like_virus_6,1923534,YP_009336663.1,99.968,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenling picorna-like virus 6
WLJQ102051_Wenling_picorna-like_virus_7,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WLJQ102051_Wenling_picorna-like_virus_7,1923535,YP_009336667.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenling picorna-like virus 7
WLJQ103138_Wenling_crustacean_virus_5,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WLJQ103138_Wenling_crustacean_virus_5,1923488,YP_009336709.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenling crustacean virus 5
WLJQ103995_Wenling_picorna-like_virus_8,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WLJQ103995_Wenling_picorna-like_virus_8,1923536,YP_009336718.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenling picorna-like virus 8
WLJQ104209_Wenling_picorna-like_virus_9,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WLJQ104209_Wenling_picorna-like_virus_9,1923537,YP_009336736.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenling picorna-like virus 9
WLJQ79834_Wenling_crustacean_virus_4,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WLJQ79834_Wenling_crustacean_virus_4,1923487,YP_009336755.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenling crustacean virus 4
WZFSL74289_Wenzhou_picorna-like_virus_42,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZFSL74289_Wenzhou_picorna-like_virus_42,1923629,YP_009336929.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 42
WZFSL75477_Wenzhou_picorna-like_virus_25,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZFSL75477_Wenzhou_picorna-like_virus_25,1923610,YP_009336918.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 25
WZFSL80064_Wenzhou_picorna-like_virus_41,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZFSL80064_Wenzhou_picorna-like_virus_41,1923628,YP_009336898.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 41
WZFSL80163_Wenzhou_picorna-like_virus_34,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZFSL80163_Wenzhou_picorna-like_virus_34,1923620,APG78512.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 34
WZFSL80701_Wenzhou_picorna-like_virus_47,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZFSL80701_Wenzhou_picorna-like_virus_47,1923634,APG78496.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 47
WZFSL83107_Wenzhou_picorna-like_virus_40,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZFSL83107_Wenzhou_picorna-like_virus_40,1923627,YP_009336862.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 40
WZFSL83776_Wenzhou_picorna-like_virus_39,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZFSL83776_Wenzhou_picorna-like_virus_39,1923625,YP_009336844.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 39
WZFSL84024_Wenzhou_picorna-like_virus_49,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZFSL84024_Wenzhou_picorna-like_virus_49,1923636,YP_009336821.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 49
WZFSL85549_Wenzhou_channeled_applesnail_virus_3,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZFSL85549_Wenzhou_channeled_applesnail_virus_3,1923559,APG78501.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou channeled applesnail virus 3
WZFSL85813_Wenzhou_picorna-like_virus_46,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZFSL85813_Wenzhou_picorna-like_virus_46,1923633,YP_009336787.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 46
WZRBX14225_Wenzhou_picorna-like_virus_36,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZRBX14225_Wenzhou_picorna-like_virus_36,1923622,YP_009336970.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 36
WZSBei63630_Wenzhou_picorna-like_virus_30,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZSBei63630_Wenzhou_picorna-like_virus_30,1923616,APG78547.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 30
WZSBei68749_Wenzhou_picorna-like_virus_54,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZSBei68749_Wenzhou_picorna-like_virus_54,1923642,YP_009337143.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 54
WZSBei69068_Wenzhou_picorna-like_virus_45,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZSBei69068_Wenzhou_picorna-like_virus_45,1923632,YP_009337170.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 45
WZSBei69571_Wenzhou_picorna-like_virus_51,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZSBei69571_Wenzhou_picorna-like_virus_51,1923639,YP_009337287.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 51
WZSBei69579_Wenzhou_picorna-like_virus_37,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZSBei69579_Wenzhou_picorna-like_virus_37,1923623,YP_009337057.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 37
WZSLuoI83635_Wenzhou_picorna-like_virus_38,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZSLuoI83635_Wenzhou_picorna-like_virus_38,1923624,APG78569.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 38
WZSLuoI86086_Wenzhou_gastropodes_virus_2,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZSLuoI86086_Wenzhou_gastropodes_virus_2,1923564,YP_009337437.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou gastropodes virus 2
WZSLuoII91200_Wenzhou_picorna-like_virus_44,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,WZSLuoII91200_Wenzhou_picorna-like_virus_44,1923631,YP_009337672.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 44
XZSJSC33555_Xinzhou_nematode_virus_2,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,XZSJSC33555_Xinzhou_nematode_virus_2,1923770,YP_009345045.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Xinzhou nematode virus 2
YP_002790879_Solenopsis_invicta_virus_3,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,YP_002790879_Solenopsis_invicta_virus_3,631345,YP_002790880.2,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Solinviviridae,Invictavirus,Solenopsis invicta virus 3
YP_004849308_Nora_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Noraviridae,,Orthonoravirus,Orthonoravirus melanogastri,YP_004849308_Nora_virus,363716,YP_004849308.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Nora virus
YP_009047186_Drosophila_subobscura_Nora_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,YP_009047186_Drosophila_subobscura_Nora_virus,1500865,YP_009047186.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Drosophila subobscura Nora virus
YP_009047190_Drosophila_immigrans_Nora_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,YP_009047190_Drosophila_immigrans_Nora_virus,1500866,YP_009047190.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Drosophila immigrans Nora virus
YP_009111312_Fisavirus_1,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,YP_009111312_Fisavirus_1,1574287,YP_009111312.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Fisavirus 1
YP_009140560_Kilifi_Virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,YP_009140560_Kilifi_Virus,1654355,YP_009140560.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,unclassified Picornavirales family,unclassified Picornavirales genus,Kilifi Virus
YP_009140561_Thika_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,YP_009140561_Thika_virus,1654356,YP_009140561.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Thika virus
YP_415507_Kelp_fly_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,YP_415507_Kelp_fly_virus,340921,YP_415507.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Kelp fly virus
YYSZX13554_Beihai_blue_swimmer_crab_virus_1,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,YYSZX13554_Beihai_blue_swimmer_crab_virus_1,1922368,YP_009333320.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai blue swimmer crab virus 1
YYSZX16386_Beihai_picorna-like_virus_116,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,YYSZX16386_Beihai_picorna-like_virus_116,1922545,YP_009333591.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 116
YYSZX3390_Beihai_picorna-like_virus_109,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,YYSZX3390_Beihai_picorna-like_virus_109,1922537,APG78612.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 109
ZCM18544_Hubei_orthoptera_virus_3,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,ZCM18544_Hubei_orthoptera_virus_3,1923011,YP_009336506.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei orthoptera virus 3
ZCM19837_Hubei_picorna-like_virus_54,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,,,,,ZCM19837_Hubei_picorna-like_virus_54,1923136,YP_009336519.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei picorna-like virus 54
NP_040958_Enterovirus_B,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Ensavirinae,Enterovirus,Enterovirus B,NP_040958_Enterovirus_B,138949,NP_040958.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus B
NP_041008_Hepatitis_A_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Heptrevirinae,Hepatovirus,Hepatovirus A,NP_041008_Hepatitis_A_virus,12092,NP_041007.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Hepatovirus,Hepatovirus A
NP_042288_Rhinovirus_A,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Ensavirinae,Enterovirus,Rhinovirus A,NP_042288_Rhinovirus_A,147711,NP_042288.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Rhinovirus A
NP_046804_Human_parechovirus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Paavivirinae,Parechovirus,Parechovirus A,NP_046804_Human_parechovirus,1803956,NP_046804.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Parechovirus,Parechovirus A
NP_653143_Porcine_teschovirus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Caphthovirinae,Teschovirus,Teschovirus A,NP_653143_Porcine_teschovirus,118140,NP_653143.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Teschovirus,Teschovirus A
NP_653151_Avian_encephalomyelitis_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Heptrevirinae,Tremovirus,Tremovirus A,NP_653151_Avian_encephalomyelitis_virus,2871093,NP_653151.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Tremovirus,Tremovirus A
NP_658990_Foot-and-mouth_disease_virus_type_O,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Caphthovirinae,Aphthovirus,Foot-and-mouth disease virus,NP_658990_Foot-and-mouth_disease_virus_type_O,12118,AAG45408.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aphthovirus,Foot-and-mouth disease virus
NP_740257_Bovine_kobuvirus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Kodimesavirinae,Kobuvirus,Aichivirus B,NP_740257_Bovine_kobuvirus,194965,NP_740257.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Kobuvirus,Aichivirus B
NP_758809_Simian_sapelovirus_1,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Ensavirinae,Sapelovirus,Sapelovirus B,NP_758809_Simian_sapelovirus_1,1002918,NP_758809.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Sapelovirus B
WZSBei69573_Wenzhou_picorna-like_virus_43,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,,,,WZSBei69573_Wenzhou_picorna-like_virus_43,1923630,YP_009337305.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 43
YP_001210296_Saffold_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Caphthovirinae,Cardiovirus,Cardiovirus D,YP_001210296_Saffold_virus,434309,YP_001210296.2,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Cardiovirus,Cardiovirus B
YP_001497152_Seal_picornavirus_type_1,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Paavivirinae,Aquamavirus,Aquamavirus A,YP_001497152_Seal_picornavirus_type_1,471728,YP_001497152.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aquamavirus,Aquamavirus A
YP_002956074_Cosavirus_A,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Caphthovirinae,Cosavirus,Cosavirus A,YP_002956074_Cosavirus_A,1330491,YP_002956074.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Cosavirus,Cosavirus A
YP_003065643_Salivirus_A,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Kodimesavirinae,Salivirus,Salivirus A,YP_003065643_Salivirus_A,1330524,YP_003065643.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Salivirus,Salivirus A
YP_003853286_Turdivirus_2,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Kodimesavirinae,Oscivirus,Oscivirus A,YP_003853286_Turdivirus_2,871700,YP_003853286.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Oscivirus,Oscivirus A
YP_004564600_Pigeon_picornavirus_B,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,,,,YP_004564600_Pigeon_picornavirus_B,928289,YP_004564600.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,unclassified Picornaviridae genus,Pigeon picornavirus B
YP_004782528_Bat_picornavirus_1,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,,,,YP_004782528_Bat_picornavirus_1,1074863,YP_004782528.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,unclassified Picornaviridae genus,Bat picornavirus 1
YP_006543639_Swine_pasivirus_1,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Paavivirinae,Pasivirus,Pasivirus A,YP_006543639_Swine_pasivirus_1,1511784,YP_006543639.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Pasivirus,Pasivirus A
YP_006576515_Turkey_gallivirus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Kodimesavirinae,Gallivirus,Gallivirus A,YP_006576515_Turkey_gallivirus,2764087,YP_006576515.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Gallivirus,Gallivirus A
YP_006607894_Bluegill_picornavirus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Paavivirinae,Limnipivirus,Limnipivirus A,YP_006607894_Bluegill_picornavirus,2870351,YP_006607894.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Limnipivirus,Limnipivirus A
YP_007947990_Duck_hepatitis_A_virus_1,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Paavivirinae,Avihepatovirus,Avihepatovirus A,YP_007947990_Duck_hepatitis_A_virus_1,1006061,YP_007947990.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Avihepatovirus,Avihepatovirus A
YP_007974220_Turkey_hepatitis_virus_2993D,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Kodimesavirinae,Megrivirus,Megrivirus C,YP_007974220_Turkey_hepatitis_virus_2993D,980964,YP_007974220.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Megrivirus,Melegrivirus A
YP_008083730_Sebokele_virus_1,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Paavivirinae,Parechovirus,Parechovirus C,YP_008083730_Sebokele_virus_1,1294177,YP_008083730.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Parechovirus,Parechovirus C
YP_008531322_eel_picornavirus_1,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Paavivirinae,Potamipivirus,Potamipivirus A,YP_008531322_eel_picornavirus_1,1398149,YP_008531322.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Potamipivirus,Potamipivirus A
YP_008992026_Carp_picornavirus_1,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Paavivirinae,Limnipivirus,Limnipivirus B,YP_008992026_Carp_picornavirus_1,1439369,YP_008992026.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Limnipivirus,Limnipivirus B
YP_009026377_Duck_picornavirus_GL12,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Ensavirinae,Anativirus,Anativirus A,YP_009026377_Duck_picornavirus_GL12,1482734,YP_009026377.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aalivirus,Aalivirus A
YP_009026385_Tortoise_Rafivirus_A,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Picornavirales,,Picornaviridae,Kodimesavirinae,Rafivirus,Rafivirus A,YP_009026385_Tortoise_Rafivirus_A,1483681,YP_009026385.1,100,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,unclassified Picornaviridae genus,Tortoise rafivirus A
