Cluster_sseqid,Cluster_taxon,Human,Vertebrates,Plant,Realm,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Subfamily,Genus,Species,,SuperGroup,Taxon_set
HBXXC60124_Bunya-Arena_Hubei_blood_fluke_virus_2_RdRp,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
horsefly105120_Bunya-Arena_Wuhan_horsefly_Virus_KM817690_RdRp,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Horwuvirus,Horwuvirus wuhanense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Horwuvirus|Horwuvirus wuhanense
insectZJ98059_Bunya-Arena_Shuangao_Insect_Virus_3_KM817681,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
JMYJCC72107_Bunya-Arena_Jingmen_ascaridia_virus_1,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
KF543244_Cumuto_virus,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Goukovirus,Goukovirus cumutoense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Goukovirus|Goukovirus cumutoense
KM817668_Huangpi_Tick_Virus_2,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Uukuvirus,Uukuvirus huangpiense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Uukuvirus|Uukuvirus huangpiense
LCM141331_Bunya-Arena_Hubei_lepidoptera_virus_1_L,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Hudovirus,Hudovirus lepidopteris,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Hudovirus|Hudovirus lepidopteris
liyanpi39952_Bunya-Arena_Bole_Tick_Virus_1_KM817664_Len6483,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|
mosHB136735_Bunya-Arena_Qingnian_Mosquito_Virus_KM817673,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
mosHB136809_Bunya-Arena_Wutai_Mosquito_Virus_KM817700,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phasivirus,Phasivirus wutaiense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phasivirus|Phasivirus wutaiense
mosHB136868_Bunya-Arena_Xinzhou_Mosquito_Virus_KM817701,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
mosZJ35514_Bunya-Arena_Zhee_mosquito_virus_KM817705,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
NP_058528_Rice_grassy_stunt_virus,Phenuiviridae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Tenuivirus,Tenuivirus oryzabrevis,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Tenuivirus|Tenuivirus oryzabrevis
NP_620522_Rice_stripe_virus,Phenuiviridae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Tenuivirus,Tenuivirus oryzaclavatae,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Tenuivirus|Tenuivirus oryzaclavatae
NP_941973_Uukuniemi_virus,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Uukuvirus,Uukuvirus uukuniemiense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Uukuvirus|Uukuvirus uukuniemiense
QTM25853_Bunya-Arena_Hubei_bunya-like_virus_3_RdRp,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
QTM26385_Bunya-Arena_Hubei_bunya-like_virus_2_RdRp,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
QTM27285_Bunya-Arena_Hubei_bunya-like_virus_13_RdRp,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
SCM17647_Bunya-Arena_Hubei_diptera_virus_3_RdRp,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
SCM245062_Bunya-Arena_Hubei_diptera_virus_5_RdRp,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
SCM51446_Bunya-Arena_Hubei_bunya-like_virus_1,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
SCM94992_Bunya-Arena_Hubei_diptera_virus_4_RdRp,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
shrimp6191_Bunya-Arena_Whenzhou_Shrimp_Virus_1_KM817686,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Wenrivirus,Wenrivirus penaei,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Wenrivirus|Wenrivirus penaei
SHWC01c3680_Bunya-Arena_Shahe_heteroptera_virus_3_RdRp,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
SYJFC48558_Bunya-Arena_Shayang_bunya-like_virus_1,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
tick105694_Bunya-Arena_Yongjia_Tick_Virus_1_KM817704,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Uukuvirus,Uukuvirus yongjiaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Uukuvirus|Uukuvirus yongjiaense
tick108443_Bunya-Arena_Changping_Tick_Virus_1_KM817665,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|
tick108810_Bunya-Arena_Lihan_Tick_Virus_KM817672,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Uukuvirus,Uukuvirus lihanense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Uukuvirus|Uukuvirus lihanense
tick109093_Bunya-Arena_Tacheng_Tick_Virus_2_KM817684,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Uukuvirus,Uukuvirus tachengense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Uukuvirus|Uukuvirus tachengense
tick99771_Bunya-Arena_Dabieshan_Tick_Virus_KM817666,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Uukuvirus,Uukuvirus dabieshanense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Uukuvirus|Uukuvirus dabieshanense
WCB86502.1_Brown_dog_tick_phlebovirus_2_Ixodoidea_2150,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|
WHCC118143_Bunya-Arena_Wuhan_Insect_virus_1_KM817691,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
WHCC118219_Bunya-Arena_Wuhan_insect_virus_32_KM817695,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
WHCCII12630_Bunya-Arena_Yichang_Insect_virus_KM817703,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Goukovirus,Goukovirus yichangense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Goukovirus|Goukovirus yichangense
WHZM9931_Bunya-Arena_Wuhan_insect_virus_16_RdRp,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
WLJQ104070_Bunya-Arena_Wenling_crustacean_virus_7_RdRp,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
XZSJSC18544_Bunya-Arena_Xinzhou_bunya-like_virus_1,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
XZSJSC64965_Bunya-Arena_Xinzhou_bunya-like_virus_2,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,,,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae|||
YP_010086155.1_Rukutama_virus_2102,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Uukuvirus,Uukuvirus rukutamaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Uukuvirus|Uukuvirus rukutamaense
YP_010086238.1_Blacklegged_tick_phlebovirus_3_2199,Phenuiviridae,0,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Ixovirus,Ixovirus ixodis,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Ixovirus|Ixovirus ixodis
AFH88999_Saint_Floris_virus,Phenuiviridae_Phlebovirus,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,Phlebovirus florisense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|Phlebovirus florisense
QNJ99604.1_Bogoria_virus_Phlebotominae_2092,Phenuiviridae_Phlebovirus,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,Phlebovirus bogoriaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|Phlebovirus bogoriaense
YP_003848704_Rift_Valley_fever_virus,Phenuiviridae_Phlebovirus,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,Phlebovirus riftense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|Phlebovirus riftense
YP_004347993_Candiru_virus,Phenuiviridae_Phlebovirus,1,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,Phlebovirus candiruense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|Phlebovirus candiruense
YP_004382743_Sandfly_fever_Turkey_virus,Phenuiviridae_Phlebovirus,1,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,Phlebovirus napoliense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|Phlebovirus napoliense
YP_004414703_Aguacate_virus,Phenuiviridae_Phlebovirus,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,Phlebovirus aguacateense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|Phlebovirus aguacateense
YP_006504091_SFTS_virus,Phenuiviridae_Bandavirus,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Bandavirus,Bandavirus dabieense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Bandavirus|Bandavirus dabieense
YP_008003507_Lone_Star_virus,Phenuiviridae_Bandavirus,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Bandavirus,Bandavirus amblyommae,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Bandavirus|Bandavirus amblyommae
YP_008719916_Razdan_virus,Phenuiviridae_Bandavirus,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Bandavirus,Bandavirus razdanense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Bandavirus|Bandavirus razdanense
YP_009512941.1_Punta_Toro_virus,Phenuiviridae_Phlebovirus,1,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,Phlebovirus toroense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|Phlebovirus toroense
YP_010086091.1_Gabek_Forest_virus_2102,Phenuiviridae_Phlebovirus,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,Phlebovirus gabekense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|Phlebovirus gabekense
YP_010086105.1_Alenquer_virus_2088,Phenuiviridae_Phlebovirus,1,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,Phlebovirus alenquerense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|Phlebovirus alenquerense
YP_010086117.1_Echarate_virus_2089,Phenuiviridae_Phlebovirus,1,0,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,Phlebovirus echarateense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|Phlebovirus echarateense
YP_010086182.1_Buenaventura_virus_2087,Phenuiviridae_Phlebovirus,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,Phlebovirus buenaventuraense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|Phlebovirus buenaventuraense
YP_010086191.1_La_Gloria_virus_2096,Phenuiviridae_Phlebovirus,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,Phlebovirus gloriaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|Phlebovirus gloriaense
YP_010086195.1_Mona_Grita_virus_2083,Phenuiviridae_Phlebovirus,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,Phlebovirus monagritaense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|Phlebovirus monagritaense
YP_010086223.1_Icoaraci_virus_2084,Phenuiviridae_Phlebovirus,0,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,Phlebovirus icoaraciense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|Phlebovirus icoaraciense
YP_089669_Sandfly_fever_Naples_virus,Phenuiviridae_Phlebovirus,1,1,0,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Phenuiviridae,,Phlebovirus,Phlebovirus napoliense,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Phenuiviridae||Phlebovirus|Phlebovirus napoliense
NP_049362_Tomato_spotted_wilt_virus,Tospoviridae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Tospoviridae,,Orthotospovirus,Orthotospovirus tomatomaculae,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Tospoviridae||Orthotospovirus|Orthotospovirus tomatomaculae
NP_619688_Groundnut_bud_necrosis_virus,Tospoviridae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Tospoviridae,,Orthotospovirus,Orthotospovirus arachinecrosis,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Tospoviridae||Orthotospovirus|Orthotospovirus arachinecrosis
NP_619710_Impatiens_necrotic_spot_virus,Tospoviridae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Tospoviridae,,Orthotospovirus,Orthotospovirus impatiensnecromaculae,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Tospoviridae||Orthotospovirus|Orthotospovirus impatiensnecromaculae
NP_620752_Watermelon_silver_mottle_virus,Tospoviridae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Tospoviridae,,Orthotospovirus,Orthotospovirus citrullomaculosi,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Tospoviridae||Orthotospovirus|Orthotospovirus citrullomaculosi
YP_001740047_Tomato_zonate_spot_virus,Tospoviridae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Tospoviridae,,Orthotospovirus,Orthotospovirus tomatozonae,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Tospoviridae||Orthotospovirus|Orthotospovirus tomatozonae
YP_006468898_Bean_necrotic_mosaic_virus,Tospoviridae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Tospoviridae,,Orthotospovirus,Orthotospovirus phaseolinecrotessellati,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Tospoviridae||Orthotospovirus|Orthotospovirus phaseolinecrotessellati
YP_717924_Capsicum_chlorosis_virus,Tospoviridae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Tospoviridae,,Orthotospovirus,Orthotospovirus capsiciflavi,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Tospoviridae||Orthotospovirus|Orthotospovirus capsiciflavi
YP_717933_Melon_yellow_spot_virus,Tospoviridae,0,0,1,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes,Bunyavirales,,Tospoviridae,,Orthotospovirus,Orthotospovirus meloflavi,,Negative_Bunya-Arena,Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales||Tospoviridae||Orthotospovirus|Orthotospovirus meloflavi
